ExperimentID,SiteID,StrainID,Date,AirTemp(C),RH(%),GlobalLightEnergy(W.m2),WindSpeed(km.hr),WDir(deg),Precip.tot(cm)
MAY052015,FA,KA32,5/29/2015,27.46,71.97,296.68,9.96,94.86,0
MAY052015,FA,KA32,5/30/2015,27.44,78.48,270.92,8.06,108.34,0.81
MAY052015,FA,KA32,5/31/2015,27.97,78.04,319.96,9.92,117.58,0.56
MAY052015,FA,KA32,6/1/2015,27.71,77.92,277.28,8.62,157.32,0
MAY052015,FA,KA32,6/2/2015,26.49,80.31,157.31,4.41,214.66,0.05
MAY052015,FA,KA32,6/3/2015,25.47,82.16,238.91,5.7,186.75,0.18
MAY052015,FA,KA32,6/4/2015,27.01,81.17,326.5,7.14,119.82,0
MAY052015,FA,KA32,6/5/2015,27.29,80.29,270.09,5.93,124.2,0
MAY052015,FA,KA32,6/6/2015,27.24,80.09,256.67,4.4,145.63,0
MAY052015,FA,KA32,6/7/2015,27.8,78.13,340.23,4.55,174.98,0
MAY052015,FA,KA32,6/8/2015,29.08,73.98,341.75,9.27,116.93,0
MAY052015,FA,KA32,6/9/2015,27.87,76.67,263.26,7.75,178.62,0
MAY052015,FA,KA32,6/10/2015,25.27,85.91,144.23,4.53,221.16,7.92
MAY052015,FA,KA32,6/11/2015,25.92,82.52,296.09,8.49,174.22,0
MAY052015,FA,KA32,6/12/2015,25.97,85.2,9.89,6.94,189.83,0
MAY052015,GT,KA32,5/11/2015,27.12,51.59,116.29,1.93,250.77,0
MAY052015,GT,KA32,5/12/2015,23.46,66.49,189.88,2.99,294.32,0
MAY052015,GT,KA32,5/13/2015,22.07,43.86,328.96,2.91,287.46,0
MAY052015,GT,KA32,5/14/2015,22.73,53.86,285.43,4.78,89.14,0
MAY052015,GT,KA32,5/15/2015,22.44,68.97,224.26,4.64,130.78,0
MAY052015,GT,KA32,5/16/2015,23.47,61.45,297.57,4.79,141.21,0
MAY052015,GT,KA32,5/17/2015,22.67,78.85,168.86,3.63,126.66,1.02
MAY052015,GT,KA32,5/18/2015,22.28,93.83,174.5,2.63,196.82,3.02
MAY052015,GT,KA32,5/19/2015,22.87,84.71,245.82,3.07,290.18,0
MAY052015,GT,KA32,5/20/2015,24.63,71.24,277.45,5.77,285.38,0
MAY052015,GT,KA32,5/21/2015,20.44,67.5,298.95,17.87,307.86,0
MAY052015,GT,KA32,5/22/2015,17.94,57.47,335.2,6.44,173.91,0
MAY052015,GT,KA32,5/23/2015,21.73,48.31,336.55,8.89,101.54,0
MAY052015,GT,KA32,5/24/2015,22.07,61.66,273.5,11.8,119.66,0
MAY052015,GT,KA32,5/25/2015,21.29,83.65,185.77,10.03,126.82,1.4
MAY052015,GT,KA32,5/26/2015,20.92,95.98,116.95,10.06,147.84,2.74
MAY052015,GT,KA32,5/27/2015,22.5,81.39,240.46,3.75,164.49,1.12
MAY052015,GT,KA32,5/28/2015,20.59,94.99,146.03,3.31,116.06,1.5
MAY052015,GT,KA32,5/29/2015,23.1,73.7,308.95,6.88,111.89,0
MAY052015,GT,KA32,5/30/2015,24.23,63.85,296.37,6.08,139.43,0
MAY052015,GT,KA32,5/31/2015,22.51,84.17,197.41,7.22,138.19,0.48
MAY052015,GT,KA32,6/1/2015,22.35,84.47,222.61,1.79,208.88,0.08
MAY052015,GT,KA32,6/2/2015,22.87,74.4,320.68,2.11,270.53,0.3
MAY052015,GT,KA32,6/3/2015,21.11,82.15,208.69,7.05,96.31,0.15
MAY052015,GT,KA32,6/4/2015,20.43,81.21,145.05,4.12,85.95,0
MAY052015,GT,KA32,6/5/2015,23.93,64.54,317.04,2.97,201.91,0
MAY052015,GT,KA32,6/6/2015,25.65,56.24,334.57,3.42,229.27,0
MAY052015,GT,KA32,6/7/2015,27.31,54.73,301.76,3.82,121.36,0
MAY052015,GT,KA32,6/8/2015,26.31,64.88,300.32,8.82,217.25,0
MAY052015,GT,KA32,6/9/2015,23.78,84.18,201.51,4.35,232.07,2.84
MAY052015,GT,KA32,6/10/2015,23.63,81.36,252.47,1.63,187.6,2.64
MAY052015,GT,KA32,6/11/2015,23.87,84.71,197.81,1.64,183.51,2.31
MAY052015,GT,KA32,6/12/2015,23.38,86.8,221.87,2.22,240.47,0.23
MAY052015,GT,KA32,6/13/2015,25.83,70.75,314.15,2.21,257.74,0
MAY052015,GT,KA32,6/14/2015,27.79,60.69,325.64,1.76,243.89,0
MAY052015,GT,KA32,6/15/2015,26.35,69.82,161.17,1.63,191.64,0
OCT172013,ASU,KA32,10/1/2013,29.68,6.85,254.51,4.15,169.43,0
OCT172013,ASU,KA32,10/2/2013,30.24,6.59,245.56,4.19,170.54,0
OCT172013,ASU,KA32,10/3/2013,29.62,6.87,248.45,5.04,178.22,0
OCT172013,ASU,KA32,10/4/2013,27.77,7.71,239.39,4.73,198.32,0
OCT172013,ASU,KA32,10/5/2013,26.86,8.12,251.83,7.31,122.3,0
OCT172013,ASU,KA32,10/6/2013,28.74,7.27,247.52,4.92,148.59,0
OCT172013,ASU,KA32,10/7/2013,29.3,7.02,223.76,3.69,145.28,0
OCT172013,ASU,KA32,10/8/2013,28.73,7.28,235.2,5.72,172.79,0
OCT172013,ASU,KA32,10/9/2013,26.9,8.1,222.76,12.83,180.7,0
OCT172013,ASU,KA32,10/10/2013,19.79,30.32,194.11,6.44,189.91,0
OCT172013,ASU,KA32,10/11/2013,17.72,43.46,231.89,2.27,174.49,0
OCT172013,ASU,KA32,10/12/2013,20.22,36.66,228.6,3.17,198.88,0
OCT172013,ASU,KA32,10/13/2013,21.3,35.2,227.15,4.29,179.01,0
OCT172013,ASU,KA32,10/14/2013,20.94,34.1,225.11,3.49,169.77,0
OCT172013,ASU,KA32,10/15/2013,19.72,29.68,223.58,3.82,175.65,0
OCT172013,ASU,KA32,10/16/2013,19.01,29.14,223.92,3.5,165.21,0
OCT172013,ASU,KA32,10/17/2013,18.94,29.22,222.64,3.71,174.64,0
OCT172013,ASU,KA32,10/18/2013,19.33,28.38,220.85,3.78,168.3,0
OCT172013,ASU,KA32,10/19/2013,19.66,24.68,222.5,3.12,186.06,0
OCT172013,ASU,KA32,10/20/2013,19.79,22.15,218.91,4.1,160.24,0
OCT172013,ASU,KA32,10/21/2013,20.37,23.09,214.5,3.74,154.81,0
OCT172013,ASU,KA32,10/22/2013,21.62,22.96,212.01,2.79,162.12,0
OCT172013,ASU,KA32,10/23/2013,23.87,22.71,205.38,2.99,146.77,0
OCT172013,ASU,KA32,10/24/2013,22.79,24.9,186.99,4.56,198.29,0
OCT172013,ASU,KA32,10/25/2013,21.15,26.21,205.57,3.66,171.82,0
OCT172013,ASU,KA32,10/26/2013,21.88,27.64,197.83,3.51,182.1,0
OCT172013,ASU,KA32,10/27/2013,23.12,26.91,201.04,3.67,173.27,0
OCT172013,ASU,KA32,10/28/2013,22.16,29.88,161.28,10.48,165.15,0
OCT172013,ASU,KA32,10/29/2013,18.88,42.77,178.67,5.78,222.79,0
OCT172013,ASU,KA32,10/30/2013,15.56,40.94,189.88,3.05,177.74,0
OCT172013,ASU,KA32,10/31/2013,15.52,35.24,195.62,3.3,180.19,0
OCT172013,ASU,KA32,11/1/2013,16.7,32.27,195.21,3.52,178.24,0
OCT172013,ASU,KA32,11/2/2013,20.2,24.34,191.38,4.45,152.58,0
OCT172013,ASU,KA32,11/3/2013,20.77,32.9,181.43,4.53,182.85,0
OCT172013,ASU,KA32,11/4/2013,18.92,37.88,176.55,6.42,194.43,0.18
OCT172013,ASU,KA32,11/5/2013,17.11,62.09,178.82,2.85,207.81,0
OCT172013,ASU,KA32,11/6/2013,16.55,30.34,190.9,2.26,185.39,0
OCT172013,ASU,KA32,11/7/2013,18.46,19,189.26,3.53,111.89,0
OCT172013,ASU,KA32,11/8/2013,18.97,29.69,174.05,1.92,169.27,0
OCT172013,ASU,KA32,11/9/2013,19.19,34.52,178.04,2.36,159.72,0
OCT172013,ASU,KA32,11/10/2013,19.28,34.58,147.54,3.38,196.64,0
OCT172013,ASU,KA32,11/11/2013,21,34.32,172.67,2.81,181.41,0
OCT172013,ASU,KA32,11/12/2013,23.04,29.55,155.98,5.08,117.72,0
OCT172013,ASU,KA32,11/13/2013,23.13,32.78,162.52,6.91,87.28,0
OCT172013,ASU,KA32,11/14/2013,19.68,43.04,169.2,2,156.51,0
OCT172013,ASU,KA32,11/15/2013,20.62,41.86,101.06,11.17,167.8,0
OCT172013,ASU,KA32,11/16/2013,17.92,57.27,153.49,6.58,203.05,0
OCT172013,ASU,KA32,11/17/2013,18.11,51.61,162.75,2.55,176.62,0
OCT172013,ASU,KA32,11/18/2013,18.05,50.8,156.23,2.41,199.11,0
OCT172013,ASU,KA32,11/19/2013,17.6,51.59,151.76,2.65,180.69,0
OCT172013,ASU,KA32,11/20/2013,18.25,49.11,120.96,3.71,187.94,0
OCT172013,ASU,KA32,11/21/2013,17.83,55.88,77.73,3.85,152.76,0.66
OCT172013,ASU,KA32,11/22/2013,12.88,95.9,35.35,6.06,193.11,5.11
OCT172013,ASU,KA32,11/23/2013,11.61,81.81,101.08,9.36,119.45,1.07
OCT172013,ASU,KA32,11/24/2013,11.56,68.21,129.61,3.89,98.26,0.2
OCT172013,ASU,KA32,11/25/2013,10.56,74.1,158.7,1.17,183.79,0
OCT172013,ASU,KA32,11/26/2013,13.05,61.83,141.27,5.79,109.92,0
OCT172013,ASU,KA32,11/27/2013,15.42,34.8,146.74,7.6,91.45,0
OCT172013,ASU,KA32,11/28/2013,13.9,44.77,158.47,1.94,127.66,0
OCT172013,ASU,KA32,11/29/2013,14.87,54.05,154.4,1.41,167.39,0
OCT172013,ASU,KA32,11/30/2013,13.2,71.24,116.48,1.94,145.73,0
OCT172013,ASU,KA32,12/1/2013,13.5,73.13,127.24,2.06,175.43,0
OCT172013,ASU,KA32,12/2/2013,12.6,73.1,144.31,1.96,144.99,0
OCT172013,ASU,KA32,12/3/2013,14.91,56.75,155.36,4.29,127.1,0
OCT172013,ASU,KA32,12/4/2013,12.74,61.89,56.8,5.14,207.22,0.28
OCT172013,ASU,KA32,12/5/2013,8.49,50.16,138.79,2.43,232.26,0.13
OCT172013,CELL,KA32,10/23/2013,26.83,67,248.84,9.24,167.92,0
OCT172013,CELL,KA32,10/24/2013,27.2,67.4,243.95,6.59,167.56,0
OCT172013,CELL,KA32,10/25/2013,27.65,69.3,239.74,7.04,220.89,0
OCT172013,CELL,KA32,10/26/2013,27.6,68.58,234.1,7.87,169.05,0
OCT172013,CELL,KA32,10/27/2013,27.38,69.11,248.19,8.04,149.59,0
OCT172013,CELL,KA32,10/28/2013,26.25,65.76,214,8.92,158.74,0
OCT172013,CELL,KA32,10/29/2013,26,67.58,212.07,7.22,183.18,0.18
OCT172013,CELL,KA32,10/30/2013,26.81,67.25,240.42,7.27,179.94,0
OCT172013,CELL,KA32,10/31/2013,26.23,63.34,159.69,8.92,117.86,0
OCT172013,CELL,KA32,11/1/2013,26.49,63.82,208.11,10.19,136.21,0
OCT172013,CELL,KA32,11/2/2013,26.04,68.08,142,7.53,146.43,0
OCT172013,CELL,KA32,11/3/2013,26.09,69.88,178.79,8.62,142.57,0.08
OCT172013,CELL,KA32,11/4/2013,26.19,69.33,232.21,7.62,198.09,0
OCT172013,CELL,KA32,11/5/2013,26.68,70.5,211.84,8.6,174.19,0
OCT172013,CELL,KA32,11/6/2013,26.71,71.13,190.36,7.86,178.71,0
OCT172013,CELL,KA32,11/7/2013,27.3,68.75,185.81,5.94,207.34,0
OCT172013,CELL,KA32,11/8/2013,26.44,63.06,141.55,7.7,132.33,0
OCT172013,CELL,KA32,11/9/2013,25.78,67.65,166.89,13.05,100.71,0
OCT172013,CELL,KA32,11/10/2013,25.66,62.67,183.99,12.34,104.85,0
OCT172013,CELL,KA32,11/11/2013,24.25,70.78,129.95,7.2,149.71,0.89
OCT172013,CELL,KA32,11/12/2013,25.37,67.76,191.89,7.29,163.87,1.55
OCT172013,CELL,KA32,11/13/2013,24.79,80.68,112.83,10.89,174.29,0.05
OCT172013,CELL,KA32,11/14/2013,26.41,76.97,164.48,8.09,189.61,0.3
OCT172013,CELL,KA32,11/15/2013,26.62,72.69,133.45,6.86,220.19,0
OCT172013,CELL,KA32,11/16/2013,26.58,71.42,219.82,8.45,188.72,0
OCT172013,CELL,KA32,11/17/2013,26.06,69.31,216.59,11.08,205.35,0
OCT172013,CP,KA32,10/17/2013,18.53,29.39,208.87,1.3,195.78,0
OCT172013,CP,KA32,10/18/2013,20.22,33.58,200.17,1.45,168.04,0
OCT172013,CP,KA32,10/19/2013,14,69.42,199.33,0.86,193.21,0
OCT172013,CP,KA32,10/20/2013,13.38,80.12,184.96,0.97,223.21,0
OCT172013,CP,KA32,10/21/2013,12.93,78.33,187.42,1.05,222,0
OCT172013,CP,KA32,10/22/2013,12.14,81.75,181.17,1.14,179.12,0
OCT172013,CP,KA32,10/23/2013,12.84,81.92,157.25,1.11,229.08,0
OCT172013,CP,KA32,10/24/2013,12.6,80.25,143.92,1.1,221.96,0
OCT172013,CP,KA32,10/25/2013,14.08,76.38,173.5,1.03,169.25,0
OCT172013,CP,KA32,10/26/2013,14.1,78.12,182.42,1.02,203.33,0
OCT172013,CP,KA32,10/27/2013,11.7,86.21,98.67,1.12,226.21,0
OCT172013,CP,KA32,10/28/2013,11.68,85.58,56.21,0.96,201.08,0.38
OCT172013,CP,KA32,10/29/2013,12.21,82.71,146,0.92,180.38,0
OCT172013,CP,KA32,10/30/2013,14.87,60.04,176.83,2,143.17,0
OCT172013,CP,KA32,10/31/2013,18.01,43.08,176.79,2.5,115.38,0
OCT172013,CP,KA32,11/1/2013,17.28,42.58,179.58,1.11,174,0
OCT172013,CP,KA32,11/2/2013,13.09,66.46,174.83,0.98,191.46,0
OCT172013,CP,KA32,11/3/2013,14.6,58.79,170.75,1.9,172.58,0
OCT172013,CP,KA32,11/4/2013,14.53,30.46,174.12,2.12,133.67,0
OCT172013,CP,KA32,11/5/2013,14.99,33.5,171.38,1.77,149.79,0
OCT172013,CP,KA32,11/6/2013,16.41,25.79,163.08,1.51,137.12,0
OCT172013,CP,KA32,11/7/2013,13.69,40.58,133.5,0.82,159.71,0
OCT172013,CP,KA32,11/8/2013,16.07,40.54,166.17,1.43,130.75,0
OCT172013,CP,KA32,11/9/2013,12.1,64.71,161.88,0.9,159.17,0
OCT172013,CP,KA32,11/10/2013,11.85,79.29,152.58,1.07,156.67,0
OCT172013,CP,KA32,11/11/2013,12.79,73.96,151.79,0.89,187.38,0
OCT172013,CP,KA32,11/12/2013,16.5,58.58,94.54,1.46,196.38,0
OCT172013,CP,KA32,11/13/2013,21.8,24.17,157.71,3.07,147,0
OCT172013,CP,KA32,11/14/2013,17.75,51.71,155.96,2.03,257.83,0
OCT172013,CP,KA32,11/15/2013,11.45,75.62,152.12,1.35,196.96,0
OCT172013,CP,KA32,11/16/2013,9.34,80.42,143.08,1,145.38,0
OCT172013,CP,KA32,11/17/2013,10.37,76.54,150.96,0.84,182.62,0
OCT172013,CP,KA32,11/18/2013,10.65,78.08,118.21,0.81,166.33,0
OCT172013,CP,KA32,11/19/2013,11.28,79.21,117.71,0.92,176.88,0
OCT172013,CP,KA32,11/20/2013,13.65,88.29,72.75,0.64,208.96,0.41
OCT172013,CP,KA32,11/21/2013,13.04,83.58,110.67,1.28,264.67,0.03
OCT172013,CP,KA32,11/22/2013,14.33,48.62,99.08,2.19,66.54,0
OCT172013,CP,KA32,11/23/2013,12.07,67,142.12,0.97,179.96,0
OCT172013,CP,KA32,11/24/2013,11.05,69.71,143.67,0.9,157.42,0
OCT172013,CP,KA32,11/25/2013,16.73,39.21,145.08,2.72,69.04,0
OCT172013,CP,KA32,11/26/2013,15.91,40.54,113.88,1.64,122.88,0
OCT172013,CP,KA32,11/27/2013,12.35,64.08,142.67,0.8,144.96,0
OCT172013,CP,KA32,11/28/2013,12.68,65.17,90.33,0.72,148.17,0
OCT172013,CP,KA32,11/29/2013,14.67,52.46,84.83,1.25,107.38,0
OCT172013,CP,KA32,11/30/2013,15.18,45.29,137.75,1.4,108.46,0
OCT172013,CP,KA32,12/1/2013,18.25,31,140.17,3.04,63.62,0
OCT172013,CP,KA32,12/2/2013,16.24,46.67,137.08,2.32,165.67,0
OCT172013,CP,KA32,12/3/2013,11.4,68.29,119.96,1.51,202.54,0
OCT172013,CP,KA32,12/4/2013,8.32,40.21,140.12,1.84,129.62,0
OCT172013,CP,KA32,12/5/2013,7.32,22.12,141.25,2.33,48.21,0
OCT172013,CP,KA32,12/6/2013,6.25,40.62,134.67,4.65,153.88,0
OCT172013,CP,KA32,12/7/2013,5,85,0,1.44,184,0
OCT172013,GT,KA32,10/17/2013,18.33,88.08,42.75,8.77,233.15,0.51
OCT172013,GT,KA32,10/18/2013,14.84,76.25,170.82,8.57,286.09,0
OCT172013,GT,KA32,10/19/2013,14.26,85.56,61.82,7.35,263.97,0.08
OCT172013,GT,KA32,10/20/2013,13.22,62,198.57,7.49,236.4,0
OCT172013,GT,KA32,10/21/2013,15.83,66.39,145.08,5.77,142.57,0
OCT172013,GT,KA32,10/22/2013,16.62,72.84,87,6.1,217.23,0.03
OCT172013,GT,KA32,10/23/2013,11.48,64.83,191.64,14.85,300.9,0
OCT172013,GT,KA32,10/24/2013,10.11,60.26,172.71,8.64,296.1,0
OCT172013,GT,KA32,10/25/2013,7.15,53.64,196.31,11.61,291.71,0
OCT172013,GT,KA32,10/26/2013,8.89,54.17,174.92,8.83,166.92,0
OCT172013,GT,KA32,10/27/2013,13.32,66.59,109.5,6.31,245.19,0
OCT172013,GT,KA32,10/28/2013,15.43,80.03,55.18,3.94,180.17,0.13
OCT172013,GT,KA32,10/29/2013,18.05,68.64,137.83,6.07,137.54,0
OCT172013,GT,KA32,10/30/2013,19.28,66.71,142.34,7.55,188.73,0
OCT172013,GT,KA32,10/31/2013,19.56,70.64,91.89,12.13,166.93,0
OCT172013,GT,KA32,11/1/2013,18.7,72.85,126.95,12.68,263.81,1.12
OCT172013,GT,KA32,11/2/2013,13.94,56.77,157.07,11.06,294.98,0
OCT172013,GT,KA32,11/3/2013,11.4,59.17,174.49,8,194.35,0
OCT172013,GT,KA32,11/4/2013,11.51,53.06,167.36,14.77,95.49,0
OCT172013,GT,KA32,11/5/2013,11.25,51.56,145.28,15.47,77.69,0
OCT172013,GT,KA32,11/6/2013,15.19,78.69,133.22,10.99,115.8,0.03
OCT172013,GT,KA32,11/7/2013,13.11,73.64,108.22,14.21,292.32,0.28
OCT172013,GT,KA32,11/8/2013,9,47.45,171.65,9.59,182.2,0
OCT172013,GT,KA32,11/9/2013,10.46,48.29,100.25,6.95,117.33,0
OCT172013,GT,KA32,11/10/2013,13.51,51.89,145.35,9.27,295.98,0
OCT172013,GT,KA32,11/11/2013,12.66,43.3,163.56,9.07,104.19,0
OCT172013,GT,KA32,11/12/2013,8.23,54.62,148.89,16.19,267.64,0
OCT172013,GT,KA32,11/13/2013,2.61,42.11,169.97,8.89,109.17,0
OCT172013,GT,KA32,11/14/2013,7.11,32.78,168.51,7.01,112.39,0
OCT172013,GT,KA32,11/15/2013,8.85,67.38,40.76,9.64,81.11,0.2
OCT172013,GT,KA32,11/16/2013,12.12,89.86,67.91,10.55,100.54,0
OCT172013,GT,KA32,11/17/2013,15.18,94.67,23.42,11.37,154.8,0.1
OCT172013,GT,KA32,11/18/2013,16.5,56.54,147.97,15.39,316.35,0
OCT172013,GT,KA32,11/19/2013,10.45,43.51,145.47,12,139.7,0
OCT172013,GT,KA32,11/20/2013,8.91,46.94,128.87,17.47,81.94,0
OCT172013,GT,KA32,11/21/2013,10.3,71.51,70.72,13.79,82.47,0
OCT172013,GT,KA32,11/22/2013,12.57,89.72,52.61,6.67,143.77,0.23
OCT172013,GT,KA32,11/23/2013,9.46,78.13,76.11,16.5,326.87,0
OCT172013,GT,KA32,11/24/2013,2.36,44.2,154.39,13.06,220.22,0
OCT172013,GT,KA32,11/25/2013,2.91,38.41,93.3,14.98,90.81,0
OCT172013,GT,KA32,11/26/2013,2.84,94.83,16.25,14.67,119.92,2.41
OCT172013,GT,KA32,11/27/2013,0.18,73.05,66.91,24.3,331.89,0.38
OCT172013,GT,KA32,11/28/2013,1.3,52.52,148.54,7.05,258.49,0
OCT172013,GT,KA32,11/29/2013,6.56,42.58,147.05,7.64,210.32,0
OCT172013,GT,KA32,11/30/2013,6.29,46.12,135.24,13.1,88.1,0
OCT172013,GT,KA32,12/1/2013,8.93,51.76,97.89,6.02,145.93,0
OCT172013,GT,KA32,12/2/2013,8.69,87.47,26.39,4.59,219.53,0.43
OCT172013,GT,KA32,12/3/2013,9.13,97.09,28.75,6.3,117.64,1.35
OCT172013,GT,KA32,12/4/2013,15.15,90.03,73.99,9.05,158.89,0.03
OCT172013,GT,KA32,12/5/2013,16.73,92.75,39.83,10.86,197.42,0.1
OCT172013,GT,KA32,12/6/2013,19.84,84.16,57.53,17.22,222.54,0.46
OCT172013,GT,KA32,12/7/2013,5.5,89.97,63.05,13.68,287.71,0.51
OCT172013,GT,KA32,12/8/2013,4.79,96.79,18.99,15.49,95.96,0.33
OCT172013,GT,KA32,12/9/2013,4.23,98,16.3,6.77,137.82,2.54
OCT172013,GT,KA32,12/10/2013,5.23,79.03,88.56,14,261.38,0.46
OCT172013,GT,KA32,12/11/2013,4.55,58.63,130.61,7.41,183.35,0
OCT172013,GT,KA32,12/12/2013,4.8,55.58,2.66,11.37,309.5,0
OCT222014,ASU,LRB-AZ-1201,10/22/2014,24.44,46.98,205.01,1.26,212.77,0
OCT222014,ASU,LRB-AZ-1201,10/23/2014,24.85,43.63,199.31,1.34,173.38,0
OCT222014,ASU,LRB-AZ-1201,10/24/2014,25.42,41.81,202.54,1.11,195.26,0
OCT222014,ASU,LRB-AZ-1201,10/25/2014,26.45,40.13,192.76,2.08,200.06,0
OCT222014,ASU,LRB-AZ-1201,10/26/2014,25.9,45.88,185.81,2.03,187.31,0
OCT222014,ASU,LRB-AZ-1201,10/27/2014,24.57,44.52,196.97,1.86,213.97,0
OCT222014,ASU,LRB-AZ-1201,10/28/2014,22.21,44.58,197.8,2.02,177.78,0
OCT222014,ASU,LRB-AZ-1201,10/29/2014,22.48,41.78,196.31,1.85,203.54,0
OCT222014,ASU,LRB-AZ-1201,10/30/2014,23.3,36.44,174.16,1.46,160.36,0
OCT222014,ASU,LRB-AZ-1201,10/31/2014,25.18,33.18,189.36,5.07,137.57,0
OCT222014,ASU,LRB-AZ-1201,11/1/2014,22.44,49.01,185.4,5.57,189.74,0
OCT222014,ASU,LRB-AZ-1201,11/2/2014,18.11,40.04,143.89,4.67,243.82,0
OCT222014,ASU,LRB-AZ-1201,11/3/2014,15.63,39.96,190.95,2.66,184.74,0
OCT222014,ASU,LRB-AZ-1201,11/4/2014,17.52,31.9,190.27,6.76,75.88,0
OCT222014,ASU,LRB-AZ-1201,11/5/2014,21.41,22.37,192.28,7.18,72.26,0
OCT222014,ASU,LRB-AZ-1201,11/6/2014,21.69,27.44,188.81,7.04,97.67,0
OCT222014,ASU,LRB-AZ-1201,11/7/2014,20,35.14,186.8,2.25,173.31,0
OCT222014,ASU,LRB-AZ-1201,11/8/2014,20.23,34.41,183.66,1.77,154.88,0
OCT222014,ASU,LRB-AZ-1201,11/9/2014,21.4,33.23,181.02,0.81,124.34,0
OCT222014,ASU,LRB-AZ-1201,11/10/2014,19.93,35.19,180.05,3.93,149.71,0
OCT222014,ASU,LRB-AZ-1201,11/11/2014,19.71,42.6,176.14,3.52,120.23,0
OCT222014,ASU,LRB-AZ-1201,11/12/2014,19.5,47.54,170.61,2.92,210.85,0
OCT222014,ASU,LRB-AZ-1201,11/13/2014,19.27,52.88,161.16,2.84,208.02,0
OCT222014,ASU,LRB-AZ-1201,11/14/2014,17.68,60.79,89.78,1.89,184.71,0
OCT222014,ASU,LRB-AZ-1201,11/15/2014,17.57,61.06,158.43,1.72,173.48,0
OCT222014,ASU,LRB-AZ-1201,11/16/2014,15.71,38.88,175.3,7.95,97.5,0
OCT222014,ASU,LRB-AZ-1201,11/17/2014,12.53,22.52,175.03,1.94,169.66,0
OCT222014,ASU,LRB-AZ-1201,11/18/2014,12.35,26.98,174.15,1.28,189.04,0
OCT222014,ASU,LRB-AZ-1201,11/19/2014,13.08,28.01,156.2,1.25,184.44,0
OCT222014,ASU,LRB-AZ-1201,11/20/2014,13.11,28.8,166.45,1.62,174.07,0
OCT222014,ASU,LRB-AZ-1201,11/21/2014,13.38,30.93,100.81,1.58,150.78,0
OCT222014,ASU,LRB-AZ-1201,11/22/2014,12.65,40.93,156.96,2,159.71,0
OCT222014,ASU,LRB-AZ-1201,11/23/2014,13.54,33.36,157.64,3.12,174.15,0
OCT222014,ASU,LRB-AZ-1201,11/24/2014,11.63,20.95,164.68,2.67,153.15,0
OCT222014,ASU,LRB-AZ-1201,11/25/2014,11.93,18.99,166.64,2.36,170.94,0
OCT222014,ASU,LRB-AZ-1201,11/26/2014,12.24,25.6,158.02,1.6,178.53,0
OCT222014,ASU,LRB-AZ-1201,11/27/2014,15.32,30.82,159.82,0.9,140.82,0
OCT222014,ASU,LRB-AZ-1201,11/28/2014,16.7,28.71,158.85,0.74,91.32,0
OCT222014,ASU,LRB-AZ-1201,11/29/2014,16.13,29.17,157.24,1.97,156.18,0
OCT222014,ASU,LRB-AZ-1201,11/30/2014,16.46,30.18,148.25,4.07,157.16,0
OCT222014,ASU,LRB-AZ-1201,12/1/2014,14.5,38.65,119.33,1.52,213.69,0
OCT222014,ASU,LRB-AZ-1201,12/2/2014,14.46,45.64,64,0.86,162.04,0.08
OCT222014,ASU,LRB-AZ-1201,12/3/2014,18.04,67.26,81.01,1.69,138.49,0.84
OCT222014,CELL,LRB-AZ-1201,10/23/2014,27.94,74.03,103.46,3.68,138.33,0
OCT222014,CELL,LRB-AZ-1201,10/24/2014,27.09,74.17,252.33,2.77,149.31,0
OCT222014,CELL,LRB-AZ-1201,10/25/2014,27.03,73.75,244.61,2.38,173.65,0
OCT222014,CELL,LRB-AZ-1201,10/26/2014,26.41,79.54,147.09,3.12,150.62,0.58
OCT222014,CELL,LRB-AZ-1201,10/27/2014,26.49,79.25,209.64,3.18,137.81,0
OCT222014,CELL,LRB-AZ-1201,10/28/2014,26.94,73.05,224.39,2.56,131.41,0.05
OCT222014,CELL,LRB-AZ-1201,10/29/2014,26.76,77.88,205.18,2.77,173.82,0
OCT222014,CELL,LRB-AZ-1201,10/30/2014,26.98,75.07,190.99,2.45,151.96,0
OCT222014,CELL,LRB-AZ-1201,10/31/2014,27.17,74.76,225.35,2.51,163.86,0
OCT222014,CELL,LRB-AZ-1201,11/1/2014,26.68,76.96,142.2,3.18,151.01,0
OCT222014,CELL,LRB-AZ-1201,11/2/2014,26.15,84.01,137.34,2.95,157.5,1.35
OCT222014,CELL,LRB-AZ-1201,11/3/2014,27.04,81.6,207.06,2.55,202.41,0
OCT222014,CELL,LRB-AZ-1201,11/4/2014,27.19,79.64,231.83,3.76,212.46,0.74
OCT222014,CELL,LRB-AZ-1201,11/5/2014,26.16,78.93,238.17,2.22,157.24,0
OCT222014,CELL,LRB-AZ-1201,11/6/2014,26.01,79.24,229.8,3.02,162.46,0
OCT222014,CELL,LRB-AZ-1201,11/7/2014,25.96,79.81,213.34,1.98,180.81,0
OCT222014,CELL,LRB-AZ-1201,11/8/2014,24.5,84.76,138.9,4.11,78.29,1.4
OCT222014,CELL,LRB-AZ-1201,11/9/2014,25.23,79.77,186.82,1.94,152.47,0
OCT222014,CELL,LRB-AZ-1201,11/10/2014,25.74,77.56,214.38,3,166.94,0
OCT222014,CELL,LRB-AZ-1201,11/11/2014,26,73.26,217.7,3.28,163.74,0
