"SiteID","ExperimentID","StrainID","SourceID","BatchID","Date","PondID","TreatmentID","Harvest#","time (d)","Harvest Vol (L)","AFDW (g/L)","AFDW (g)","crash"
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-16-2014 06:59","P1","1x, 0.11",1,12.6458333333285,768.75,0.523333333333333,402.3125,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-23-2014 07:15","P1","1x, 0.11",2,19.65625,768.75,0.363333333333333,279.3125,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-30-2014 07:30","P1","1x, 0.11",3,26.6666666666642,768.75,0.37,284.4375,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-07-2014 07:15","P1","1x, 0.11",4,33.65625,768.75,0.453333333333333,348.5,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-14-2014 07:44","P1","1x, 0.11",5,40.6770833333285,871.25,0.425555555555556,370.765277777778,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-21-2014 07:30","P1","1x, 0.11",6,47.6666666666642,871.25,0.481666666666667,419.652083333334,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-28-2014 07:30","P1","1x, 0.11",7,54.6666666666642,1025,0.4275,438.1875,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-16-2014 06:59","P2","3x, 0.11",1,12.6458333333285,512.5,0.493333333333334,252.833333333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-18-2014 07:30","P2","3x, 0.11",2,14.6666666666642,256.25,0.314166666666667,80.5052083333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-21-2014 07:15","P2","3x, 0.11",3,17.65625,256.25,0.338888888888889,86.8402777777778,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-23-2014 07:15","P2","3x, 0.11",4,19.65625,256.25,0.317777777777778,81.4305555555555,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-25-2014 07:15","P2","3x, 0.11",5,21.65625,256.25,0.341111111111111,87.4097222222222,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-28-2014 07:15","P2","3x, 0.11",6,24.65625,256.25,0.366666666666666,93.9583333333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-30-2014 07:30","P2","3x, 0.11",7,26.6666666666642,256.25,0.355555555555555,91.1111111111111,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-02-2014 07:15","P2","3x, 0.11",8,28.65625,256.25,0.337777777777778,86.5555555555556,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-05-2014 07:30","P2","3x, 0.11",9,31.6666666666642,256.25,0.415,106.34375,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-07-2014 07:15","P2","3x, 0.11",10,33.65625,256.25,0.4,102.5,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-09-2014 07:15","P2","3x, 0.11",11,35.65625,256.25,0.372222222222222,95.3819444444444,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-12-2014 07:30","P2","3x, 0.11",12,38.6666666666642,256.25,0.414444444444445,106.201388888889,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-14-2014 07:44","P2","3x, 0.11",13,40.6770833333285,440.75,0.4,176.3,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-16-2014 07:30","P2","3x, 0.11",14,42.6666666666642,410,0.333333333333333,136.666666666667,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-19-2014 07:30","P2","3x, 0.11",15,45.6666666666642,410,0.377777777777777,154.888888888889,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-21-2014 07:30","P2","3x, 0.11",16,47.6666666666642,440.75,0.35,154.2625,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-23-2014 07:44","P2","3x, 0.11",17,49.6770833333285,410,0.29,118.9,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-28-2014 07:30","P2","3x, 0.11",18,54.6666666666642,1025,0.43,440.75,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-16-2014 06:59","P3","1x, 0.11",1,12.6458333333285,768.75,0.474444444444444,364.729166666667,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-23-2014 07:15","P3","1x, 0.11",2,19.65625,768.75,0.372222222222222,286.145833333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-30-2014 07:30","P3","1x, 0.11",3,26.6666666666642,768.75,0.378888888888889,291.270833333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-07-2014 07:15","P3","1x, 0.11",4,33.65625,768.75,0.46,353.625,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-14-2014 07:44","P3","1x, 0.11",5,40.6770833333285,871.25,0.435555555555556,379.477777777778,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-21-2014 07:30","P3","1x, 0.11",6,47.6666666666642,871.25,0.46,400.775,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-28-2014 07:30","P3","1x, 0.11",7,54.6666666666642,1025,0.434166666666667,445.020833333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-16-2014 06:59","P4","3x, 0.11",1,12.6458333333285,512.5,0.498888888888889,255.680555555556,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-18-2014 07:30","P4","3x, 0.11",2,14.6666666666642,256.25,0.3175,81.359375,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-21-2014 07:15","P4","3x, 0.11",3,17.65625,256.25,0.345555555555556,88.5486111111111,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-23-2014 07:15","P4","3x, 0.11",4,19.65625,256.25,0.317777777777778,81.4305555555556,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-25-2014 07:15","P4","3x, 0.11",5,21.65625,256.25,0.343333333333333,87.9791666666666,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-28-2014 07:15","P4","3x, 0.11",6,24.65625,256.25,0.368888888888889,94.5277777777778,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-30-2014 07:30","P4","3x, 0.11",7,26.6666666666642,256.25,0.358888888888889,91.9652777777778,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-02-2014 07:15","P4","3x, 0.11",8,28.65625,256.25,0.355555555555556,91.1111111111111,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-05-2014 07:30","P4","3x, 0.11",9,31.6666666666642,256.25,0.396666666666667,101.645833333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-07-2014 07:15","P4","3x, 0.11",10,33.65625,256.25,0.411111111111111,105.347222222222,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-09-2014 07:15","P4","3x, 0.11",11,35.65625,256.25,0.38,97.375,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-12-2014 07:30","P4","3x, 0.11",12,38.6666666666642,256.25,0.421111111111111,107.909722222222,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-14-2014 07:44","P4","3x, 0.11",13,40.6770833333285,440.75,0.406666666666667,179.238333333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-16-2014 07:30","P4","3x, 0.11",14,42.6666666666642,410,0.335555555555556,137.577777777778,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-19-2014 07:30","P4","3x, 0.11",15,45.6666666666642,410,0.363333333333334,148.966666666667,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-21-2014 07:30","P4","3x, 0.11",16,47.6666666666642,440.75,0.343333333333333,151.324166666667,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-23-2014 07:44","P4","3x, 0.11",17,49.6770833333285,410,0.289166666666667,118.558333333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-28-2014 07:30","P4","3x, 0.11",18,54.6666666666642,1025,0.425,435.625,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-16-2014 06:59","P5","1x, 0.11",1,12.6458333333285,768.75,0.51,392.0625,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-23-2014 07:15","P5","1x, 0.11",2,19.65625,768.75,0.364444444444445,280.166666666667,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-30-2014 07:30","P5","1x, 0.11",3,26.6666666666642,768.75,0.386666666666667,297.25,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-07-2014 07:15","P5","1x, 0.11",4,33.65625,768.75,0.473333333333334,363.875,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-14-2014 07:44","P5","1x, 0.11",5,40.6770833333285,871.25,0.433333333333333,377.541666666667,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-21-2014 07:30","P5","1x, 0.11",6,47.6666666666642,871.25,0.468333333333333,408.035416666667,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-28-2014 07:30","P5","1x, 0.11",7,54.6666666666642,1025,0.4175,427.9375,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-16-2014 06:59","P6","3x, 0.11",1,12.6458333333285,512.5,0.445555555555555,228.347222222222,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-18-2014 07:30","P6","3x, 0.11",2,14.6666666666642,256.25,0.280833333333333,71.9635416666666,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-21-2014 07:15","P6","3x, 0.11",3,17.65625,256.25,0.311111111111111,79.7222222222222,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-23-2014 07:15","P6","3x, 0.11",4,19.65625,256.25,0.296666666666667,76.0208333333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-25-2014 07:15","P6","3x, 0.11",5,21.65625,256.25,0.337777777777778,86.5555555555556,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-28-2014 07:15","P6","3x, 0.11",6,24.65625,256.25,0.357777777777778,91.6805555555556,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","04-30-2014 07:30","P6","3x, 0.11",7,26.6666666666642,256.25,0.336666666666667,86.2708333333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-02-2014 07:15","P6","3x, 0.11",8,28.65625,256.25,0.278888888888889,71.4652777777777,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-05-2014 07:30","P6","3x, 0.11",9,31.6666666666642,256.25,0.281666666666667,72.1770833333334,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-07-2014 07:15","P6","3x, 0.11",10,33.65625,256.25,0.313333333333333,80.2916666666667,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-09-2014 07:15","P6","3x, 0.11",11,35.65625,256.25,0.357777777777778,91.6805555555555,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-12-2014 07:30","P6","3x, 0.11",12,38.6666666666642,256.25,0.432222222222222,110.756944444444,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-14-2014 07:44","P6","3x, 0.11",13,40.6770833333285,440.75,0.41,180.7075,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-16-2014 07:30","P6","3x, 0.11",14,42.6666666666642,410,0.348888888888889,143.044444444445,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-19-2014 07:30","P6","3x, 0.11",15,45.6666666666642,410,0.384444444444444,157.622222222222,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-21-2014 07:30","P6","3x, 0.11",16,47.6666666666642,440.75,0.371666666666667,163.812083333333,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-23-2014 07:44","P6","3x, 0.11",17,49.6770833333285,410,0.318333333333333,130.516666666667,""
"ASU","APR032014","KA32","KA32_03212014_CRW","KA32_04032014_SPW","05-28-2014 07:30","P6","3x, 0.11",18,54.6666666666642,1025,0.435833333333333,446.729166666667,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","12-31-2014 07:30","P3","1x, 0.11",1,14.6770833333358,768.75,0.189166666666667,145.421875,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-07-2015 07:30","P3","1x, 0.11",2,21.6770833333358,512.5,0.106666666666667,54.6666666666667,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-16-2015 07:30","P3","1x, 0.11",3,30.6770833333358,768.75,0.217142857142857,166.928571428571,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-21-2015 08:29","P3","1x, 0.11",4,35.71875,768.75,0.125,96.09375,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-28-2015 08:00","P3","1x, 0.11",5,42.6979166666715,1025,0.1250912,128.21848,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","12-31-2014 07:30","P4","3x, 0.214",1,14.6770833333358,512.5,0.205833333333333,105.489583333333,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-02-2015 07:30","P4","3x, 0.214",2,16.6770833333358,533,0.123555555555556,65.8551111111111,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-07-2015 07:30","P4","3x, 0.214",3,21.6770833333358,512.5,0.108888888888889,55.8055555555555,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-16-2015 07:30","P4","3x, 0.214",4,30.6770833333358,512.5,0.217142857142857,111.285714285714,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-21-2015 08:29","P4","3x, 0.214",5,35.71875,512.5,0.193666666666667,99.2541666666667,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-23-2015 07:44","P4","3x, 0.214",6,37.6875,512.5,0.0896666666666667,45.9541666666667,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-28-2015 08:00","P4","3x, 0.214",7,42.6979166666715,1025,0.151656266666667,155.447673333333,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","12-31-2014 07:30","P5","1x, 0.11",1,14.6770833333358,768.75,0.215,165.28125,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-07-2015 07:30","P5","1x, 0.11",2,21.6770833333358,512.5,0.116666666666667,59.7916666666666,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-16-2015 07:30","P5","1x, 0.11",3,30.6770833333358,768.75,0.215714285714286,165.830357142857,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-21-2015 08:29","P5","1x, 0.11",4,35.71875,768.75,0.133333333333333,102.5,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-28-2015 08:00","P5","1x, 0.11",5,42.6979166666715,1025,0.116348266666667,119.256973333333,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","12-31-2014 07:30","P6","3x, 0.214",1,14.6770833333358,512.5,0.2025,103.78125,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-02-2015 07:30","P6","3x, 0.214",2,16.6770833333358,512.5,0.11125,57.015625,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-07-2015 07:30","P6","3x, 0.214",3,21.6770833333358,512.5,0.105,53.8125,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-16-2015 07:30","P6","3x, 0.214",4,30.6770833333358,512.5,0.211428571428571,108.357142857143,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-21-2015 08:29","P6","3x, 0.214",5,35.71875,512.5,0.174666666666667,89.5166666666667,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-23-2015 07:44","P6","3x, 0.214",6,37.6875,512.5,0.123,63.0375,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-28-2015 08:00","P6","3x, 0.214",7,42.6979166666715,1025,0.143417733333333,147.003176666667,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","12-31-2014 07:30","P7","1x, 0.11",1,14.6770833333358,768.75,0.210833333333333,162.078125,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-07-2015 07:30","P7","1x, 0.11",2,21.6770833333358,512.5,0.118888888888889,60.9305555555556,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-16-2015 07:30","P7","1x, 0.11",3,30.6770833333358,768.75,0.224761904761905,172.785714285714,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-21-2015 08:29","P7","1x, 0.11",4,35.71875,768.75,0.132666666666667,101.9875,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-28-2015 08:00","P7","1x, 0.11",5,42.6979166666715,1025,0.114835066666667,117.705943333333,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","12-31-2014 07:30","P8","3x, 0.214",1,14.6770833333358,512.5,0.204166666666667,104.635416666667,""
"ASU","DEC162014","KA32","KA32_12032014_CRW","KA32_12162014_SPW","01-02-2015 07:30","P8","3x, 0.214",2,16.6770833333358,522.75,0.11,57.5025,""
"ASU","DEC162014","KA32","KA32_12162014_SPW12_14","KA32_01022015_SPW","01-07-2015 07:30","P8","3x, 0.214",1,21.6770833333358,512.5,0.106666666666667,54.6666666666667,""
"ASU","DEC162014","KA32","KA32_12162014_SPW12_14","KA32_01022015_SPW","01-16-2015 07:30","P8","3x, 0.214",2,30.6770833333358,512.5,0.218095238095238,111.773809523809,""
"ASU","DEC162014","KA32","KA32_12162014_SPW12_14","KA32_01022015_SPW","01-21-2015 08:29","P8","3x, 0.214",3,35.71875,512.5,0.183666666666667,94.1291666666667,""
"ASU","DEC162014","KA32","KA32_12162014_SPW12_14","KA32_01022015_SPW","01-23-2015 07:44","P8","3x, 0.214",4,37.6875,512.5,0.144333333333333,73.9708333333333,""
"ASU","DEC162014","KA32","KA32_12162014_SPW12_14","KA32_01022015_SPW","01-28-2015 08:00","P8","3x, 0.214",5,42.6979166666715,1025,0.157036533333333,160.962446666667,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-11-2015 08:00","P3","3x, 0.214",1,12.6770833333358,256.25,0.368333333333333,94.3854166666666,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-13-2015 07:44","P3","3x, 0.214",2,14.6666666666642,256.25,0.31,79.4375,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-14-2015 08:00","P3","3x, 0.214",3,15.6770833333358,1025,0.25,256.25,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-11-2015 08:00","P4","3x, 0.11",1,12.6770833333358,512.5,0.378333333333333,193.895833333333,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-13-2015 07:44","P4","3x, 0.11",2,14.6666666666642,512.5,0.22,112.75,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-14-2015 08:00","P4","3x, 0.11",3,15.6770833333358,1025,0.124444444444444,127.555555555555,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-11-2015 08:00","P5","3x, 0.214",1,12.6770833333358,256.25,0.36,92.25,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-13-2015 07:44","P5","3x, 0.214",2,14.6666666666642,256.25,0.32,82.0000000000001,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-14-2015 08:00","P5","3x, 0.214",3,15.6770833333358,1025,0.251666666666667,257.958333333333,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-11-2015 08:00","P6","3x, 0.11",1,12.6770833333358,512.5,0.328333333333333,168.270833333333,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-13-2015 07:44","P6","3x, 0.11",2,14.6666666666642,512.5,0.213333333333333,109.333333333333,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-14-2015 08:00","P6","3x, 0.11",3,15.6770833333358,1025,0.124444444444445,127.555555555556,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-11-2015 08:00","P7","3x, 0.214",1,12.6770833333358,256.25,0.348333333333333,89.2604166666667,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-13-2015 07:44","P7","3x, 0.214",2,14.6666666666642,256.25,0.283333333333333,72.6041666666667,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-14-2015 08:00","P7","3x, 0.214",3,15.6770833333358,1025,0.186666666666667,191.333333333334,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-11-2015 08:00","P8","3x, 0.11",1,12.6770833333358,512.5,0.363333333333333,186.208333333333,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-13-2015 07:44","P8","3x, 0.11",2,14.6666666666642,512.5,0.221111111111111,113.319444444444,""
"ASU","JAN292015","LRB-AZ-1201","1201_01292015_CRW","1201_01292015_SPW","02-14-2015 08:00","P8","3x, 0.11",3,15.6770833333358,1025,0.115555555555556,118.444444444445,""
"ASU","JUL252014","LRB-AZ-1201","1201_07152014_CRW","1201_07252014_SPW","08-05-2014 07:44","P1","growth failed, no treatment",1,10.8333333333285,1025,0.28,287,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_08082014_CRW","1201_08082014_SPW","08-20-2014 07:30","P1","growth failed, no treatment",1,25.8229166666642,1025,0.136666666666667,140.083333333334,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_07152014_CRW","1201_07252014_SPW","08-05-2014 07:44","P2","growth failed, no treatment",1,10.8333333333285,1025,0.295,302.375,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_08082014_CRW","1201_08082014_SPW","08-20-2014 07:30","P2","growth failed, no treatment",1,25.8229166666642,1025,0.216666666666667,222.083333333333,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_07152014_CRW","1201_07252014_SPW","08-05-2014 07:44","P3","growth failed, no treatment",1,10.8333333333285,1025,0.275,281.875,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_08082014_CRW","1201_08082014_SPW","08-20-2014 07:30","P3","growth failed, no treatment",1,25.8229166666642,1025,0.217777777777778,223.222222222222,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_07152014_CRW","1201_07252014_SPW","08-05-2014 07:44","P4","growth failed, no treatment",1,10.8333333333285,1025,0.275,281.875,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_08082014_CRW","1201_08082014_SPW","08-20-2014 07:30","P4","growth failed, no treatment",1,25.8229166666642,1025,0.298888888888889,306.361111111111,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_07152014_CRW","1201_07252014_SPW","08-05-2014 07:44","P5","growth failed, no treatment",1,10.8333333333285,1025,0.32,328,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_08082014_CRW","1201_08082014_SPW","08-20-2014 07:30","P5","growth failed, no treatment",1,25.8229166666642,1025,0.237777777777778,243.722222222222,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_07152014_CRW","1201_07252014_SPW","08-05-2014 07:44","P6","growth failed, no treatment",1,10.8333333333285,1025,0.313333333333333,321.166666666667,"yes"
"ASU","JUL252014","LRB-AZ-1201","1201_08082014_CRW","1201_08082014_SPW","08-20-2014 07:30","P6","growth failed, no treatment",1,25.8229166666642,1025,0.322222222222222,330.277777777778,"yes"
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","06-23-2014 07:30","P1","1x, 0.11",1,11.8229166666642,768.75,0.59,453.5625,""
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","06-30-2014 07:30","P1","1x, 0.11",2,18.8229166666642,768.75,0.513333333333333,394.625,""
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","07-07-2014 07:30","P1","1x, 0.11",3,25.8229166666642,768.75,0.585,449.71875,""
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","07-14-2014 07:44","P1","1x, 0.11",4,32.8333333333285,768.75,0.458333333333333,352.34375,""
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","07-17-2014 08:00","P1","1x, 0.11",5,35.84375,1025,0.234,239.85,"yes"
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","06-23-2014 07:30","P2","1x, 0.11",1,11.8229166666642,768.75,0.588333333333333,452.28125,""
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","06-30-2014 07:30","P2","1x, 0.11",2,18.8229166666642,768.75,0.511666666666667,393.34375,""
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","07-07-2014 07:30","P2","1x, 0.11",3,25.8229166666642,768.75,0.583333333333333,448.4375,""
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","07-14-2014 07:44","P2","1x, 0.11",4,32.8333333333285,768.75,0.461666666666667,354.90625,""
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","07-17-2014 08:00","P2","1x, 0.11",5,35.84375,1025,0.190952380952381,195.726190476191,"yes"
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","06-23-2014 07:30","P3","3x, 0.3",1,11.8229166666642,717.5,0.593333333333333,425.716666666667,""
"ASU","JUN112014","KA32","KA32_06112014_CRW","KA32_06112014_SPW","06-25-2014 07:30","P3","3x, 0.3",2,13.8229166666642,717.5,0.275555555555555,197.711111111111,""
